function,count,library
numpy.pandas.core.arrays.boolean.BooleanArrayool_ & pandas.core.arrays.boolean.BooleanArray,1,pandas
pandas.core.arrays.numpy.bool_oolean.BooleanArray ^ numpy.bool_,1,pandas
numpy.float64 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.float64 / numpy.ndarray,1,pandas
numpy.float64 % pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.exp(float),1,pandas
numpy.all(a=int),1,pandas
numpy.any(a=int),1,pandas
"numpy.ascontiguousarray(a=numpy.ndarray, dtype=Type[numpy.float32])",1,skimage
"numpy.any(a=pandas.core.arrays.sparse.array.SparseArray, out=builtins.bool)",1,pandas
numpy.any(a=float),1,pandas
"numpy.ndarray[tuple[numpy.ndarray, slice[NoneType, NoneType, int]]]",1,skimage
"numpy.sum(a=pandas.core.arrays.sparse.array.SparseArray, out=numpy.float64)",1,pandas
numpy.cumsum(a=pandas.core.arrays.sparse.array.SparseArray),1,pandas
"numpy.lituple[numpy.ndarray, numpy.ndarray, numpy.ndarray].index_tricks.CClass[tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray]]",1,skimage
"numpy.cumsum(a=pandas.core.arrays.sparse.array.SparseArray, out=pandas.core.arrays.sparse.array.SparseArray)",1,pandas
"numpy.mean(a=pandas.core.arrays.sparse.array.SparseArray, dtype=Type[numpy.int64])",1,pandas
"numpy.array(numpy.ndarray, dtype=str, order=Type[numpy.float64])",1,skimage
numpy.sin(list[int]),1,pandas
numpy.ndarray != numpy.float64,1,pandas
numpy.sin(pandas.core.arrays.sparse.array.SparseArray),1,pandas
numpy.all(a=float),1,pandas
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64, numpy.float64]])",1,skimage
"numpy.full(dtype=numpy.dtype, fill_value=str, shape=tuple[int])",1,pandas
"numpy.array(list[Union[builtins.bool, float, int]], dtype=Type[builtins.object])",1,pandas
"numpy.greater(numpy.ndarray, numpy.ndarray)",1,pandas
"numpy.greater(pandas.core.arrays.sparse.array.SparseArray, numpy.ndarray)",1,pandas
numpy.ndarray += pandas.core.arrays.sparse.array.SparseArray,1,pandas
"numpy.result_type(numpy.ndarray, Type[builtins.bool])",1,pandas
numpy.generic.item(numpy.float64),1,pandas
"numpy.ndarray[slilist[Union[builtins.bool, float, int]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, float, int]]",1,pandas
"numpy.asarray(a=pandas.core.indexes.datetimes.DatetimeIndex, dtype=str)",1,pandas
numpy.isnan(builtins.bool),1,pandas
"numpy.ndarray[tuple[slibuiltins.boole[NoneType, int, NoneType], slibuiltins.boole[NoneType, NoneType, NoneType], slibuiltins.boole[NoneType, NoneType, NoneType]]] = builtins.bool",1,skimage
"numpy.asarray(a=list[int], dtype=Type[numpy.int32])",1,pandas
"numpy.result_type(int, numpy.dtype)",1,pandas
"numpy.result_type(float, numpy.dtype)",1,pandas
"numpy.allclose(a=numpy.ndarray, atol=float, b=numpy.ndarray, rtol=int)",1,skimage
"numpy.issubdtype(arg1=Type[numpy.bool_], arg2=Type[numpy.integer])",1,pandas
numpy.sin(int),1,pandas
"numpy.add(pandas.core.arrays.sparse.array.SparseArray, int)",1,pandas
numpy.modf(numpy.ndarray),1,pandas
"numpy.ndarray.shape = tuple[int, int, int]",1,skimage
"numpy.lexsort(tuple[pandas.core.indexes.numeric.Float64Index, pandas.core.indexes.numeric.Float64Index])",1,pandas
numpy.float16.dtype,1,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, numpy.float16)",1,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, numpy.float32)",1,pandas
"numpy.ndarray[slistre[int, int, NoneType]] = str",1,pandas
"numpy.array_equal(a1=tuple[float, float, float], a2=tuple[int, int, int])",1,skimage
"numpy.frombuffer(builtins.bytes, dtype=str)",1,skimage
numpy.float32 / float,1,skimage
pandas.core.dtypes.dtypes.IntervalDtype == numpy.dtype,1,pandas
"numpy.putmask(pandas.core.arrays.interval.IntervalArray, numpy.ndarray, pandas._libs.interval.Interval)",1,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, pandas._libs.interval.Interval)",1,pandas
"numpy.ndarray[slinumpy.float16e[int, int, NoneType]] = numpy.float16",1,pandas
"numpy.ndarray[slinumpy.float32e[int, int, NoneType]] = numpy.float32",1,pandas
"numpy.searchsorted(a=pandas.core.indexes.base.Index, v=str)",1,pandas
"numpy.asarray(a=pandas.core.arrays.sparse.array.SparseArray, dtype=Type[builtins.object])",1,pandas
numpy.linumpy.ndarray.index_tricks.RClass[numpy.ndarray],1,skimage
"numpy.result_type(numpy.dtype, Type[numpy.datetime64])",1,pandas
numpy.float64 -= numpy.float64,1,skimage
"numpy.full(dtype=numpy.dtype, fill_value=numpy.datetime64, shape=tuple[int])",1,pandas
"numpy.lituple[slice[numpy.float64, numpy.float64, numpy.float64], slice[numpy.float64, numpy.float64, numpy.float64], slice[numpy.float64, numpy.float64, numpy.float64]].index_tricks.MGridClass[tuple[slice[numpy.float64, numpy.float64, numpy.float64], slice[numpy.float64, numpy.float64, numpy.float64], slice[numpy.float64, numpy.float64, numpy.float64]]]",1,skimage
numpy.ndarray[pandas.builtins.boolore.arrays.sparse.array.SparseArray] = builtins.bool,1,pandas
"numpy.searchsorted(a=numpy.ndarray, v=int)",1,pandas
"numpy.ndarray[slilist[Union[float, numpy.float64]]e[NoneType, NoneType, NoneType]] = list[Union[float, numpy.float64]]",1,pandas
"numpy.ndarray[slilist[Union[int, numpy.float64]]e[NoneType, NoneType, NoneType]] = list[Union[int, numpy.float64]]",1,pandas
"numpy.arange(numpy.float64, numpy.float64, numpy.float64)",1,skimage
"numpy.array_equal(a1=list, a2=numpy.ndarray)",1,pandas
pandas._linumpy.ndarrays.missing.NAType + numpy.ndarray,1,pandas
"numpy.empty_like(pandas.core.arrays.string_.StringArray, dtype=str)",1,pandas
"numpy.asarray(a=list[Union[pandas._libs.missing.NAType, str]], dtype=str)",1,pandas
numpy.amin(a=pandas.core.arrays.string_.StringArray),1,pandas
numpy.amax(a=pandas.core.arrays.string_.StringArray),1,pandas
numpy.ndarray % float,1,pandas
"numpy.add(pandas.core.arrays.sparse.array.SparseArray, numpy.ndarray)",1,pandas
numpy.exp(int),1,pandas
numpy.float64 % numpy.ndarray,1,pandas
numpy.ndarray != numpy.int64,1,pandas
numpy.sin(pandas.core.arrays.integer.IntegerArray),1,pandas
numpy.sqrt(pandas.core.arrays.integer.IntegerArray),1,pandas
"numpy.add(pandas.core.arrays.integer.IntegerArray, numpy.ndarray)",1,pandas
numpy.cos,1,skimage
"numpy.subtract(pandas.core.arrays.integer.IntegerArray, numpy.ndarray)",1,pandas
"numpy.subtract(numpy.ndarray, int)",1,pandas
"numpy.ufunc.reduce(numpy.ufunc, pandas.core.arrays.integer.IntegerArray)",1,pandas
numpy.sum(a=pandas.core.arrays.integer.IntegerArray),1,pandas
"numpy.sum(a=numpy.ndarray, where=numpy.ndarray)",1,pandas
numpy.array(list[pandas.core.arrays.integer.Int8Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.Int16Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.Int32Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.Int64Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.UInt8Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.UInt16Dtype]),1,pandas
"numpy.allclose(a=numpy.ndarray, atol=float, b=numpy.ndarray, rtol=float)",1,skimage
numpy.log(pandas.core.arrays.integer.IntegerArray),1,pandas
numpy.sign(pandas.core.arrays.integer.IntegerArray),1,pandas
"numpy.array(list[Union[float, int]], dtype=Type[builtins.object])",1,pandas
pandas.core.arrays.integer.IntegerArray + numpy.ndarray,1,pandas
numpy.ndarray / pandas.core.arrays.integer.IntegerArray,1,pandas
"numpy.ndarray[tuple[tuple[int, int, int, int, int], slice[NoneType, NoneType, NoneType]]]",1,skimage
"numpy.ones(dtype=str, shape=tuple[int])",1,pandas
"numpy.ndarray[tuple[slice[int, numpy.int64, NoneType], slice[NoneType, NoneType, NoneType]]]",1,skimage
"numpy.array(list[Union[NoneType, int]], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.array(list[Union[int, pandas._libs.missing.NAType]], dtype=Type[builtins.object])",1,pandas
numpy.absolute(pandas.core.arrays.integer.IntegerArray),1,pandas
"numpy.array(str, copy=builtins.bool)",1,pandas
numpy.int64 * numpy.float64,1,skimage
"numpy.array(numpy.ndarray, copy=Type[builtins.int], dtype=builtins.bool)",1,pandas
"numpy.asarray(a=pandas.core.arrays.integer.IntegerArray, dtype=Type[builtins.object])",1,pandas
numpy.tril(m=numpy.ndarray),1,skimage
"numpy.clip(a=numpy.ndarray, a_max=NoneType, a_min=int, out=numpy.ndarray)",1,skimage
numpy.array(list[pandas.core.arrays.integer.UInt32Dtype]),1,pandas
numpy.array(list[pandas.core.arrays.integer.UInt64Dtype]),1,pandas
"numpy.ndarray[slilist[Union[float, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[Union[float, pandas._libs.tslibs.timestamps.Timestamp]]",1,pandas
numpy.ndarray // pandas.core.arrays.sparse.array.SparseArray,1,pandas
"numpy.asarray(a=float, dtype=numpy.dtype)",1,pandas
"numpy.asarray(a=int, dtype=numpy.dtype)",1,pandas
numpy.ndarray + pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.ndarray - pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.ndarray * pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.ndarray / pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.ndarray % pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.mean(a=list[float]),1,pandas
numpy.ndarray ** pandas.core.arrays.sparse.array.SparseArray,1,pandas
"numpy.asarray(a=builtins.bool, dtype=numpy.dtype)",1,pandas
numpy.ndarray != builtins.bool,1,pandas
pandas.core.arrays.sparse.array.SparseArray & numpy.ndarray,1,pandas
"numpy.full(dtype=numpy.dtype, fill_value=numpy.int64, shape=tuple[int])",1,pandas
pandas.core.arrays.sparse.array.SparseArray * numpy.ndarray,1,pandas
"numpy.asarray(a=tuple[int, int, int, int, int, int, int, int, int], dtype=Type[builtins.object])",1,pandas
"numpy.testing._private.utils.assert_allclose(actual=numpy.float64, desired=float, rtol=float)",1,skimage
"numpy.ndarray[slilist[Union[float, pandas._libs.tslibs.timedeltas.Timedelta]]e[NoneType, NoneType, NoneType]] = list[Union[float, pandas._libs.tslibs.timedeltas.Timedelta]]",1,pandas
"numpy.ndarray[tuple[int, int, int]] = numpy.float64",1,skimage
"numpy.concatenate(list[Union[pandas.core.indexes.numeric.Float64Index, pandas.core.indexes.numeric.Int64Index]])",1,pandas
"numpy.allclose(a=numpy.ndarray, b=list[int])",1,skimage
numpy.dtype == pandas.core.arrays.sparse.dtype.SparseDtype,1,pandas
numpy.ndarray != float,1,pandas
"numpy.testing._private.utils.assert_allclose(actual=numpy.float64, atol=float, desired=int, rtol=float)",1,skimage
"numpy.ndarray[tuple[int, slifloate[int, int, NoneType]]] = float",1,skimage
"numpy.result_type(numpy.ndarray, Type[builtins.float])",1,pandas
"numpy.array(list[list[int]], dtype=Type[numpy.float64])",1,skimage
"numpy.eye(N=int, dtype=str)",1,pandas
numpy.matrix.dtype,1,pandas
numpy.asarray(a=numpy.matrix),1,pandas
numpy.result_type(Type[builtins.float]),1,pandas
numpy.array(list[pandas.core.arrays.sparse.dtype.SparseDtype]),1,pandas
"numpy.ndarray - tuple[float, float]",1,skimage
"numpy.empty(tuple[int, int, int], Type[numpy.uint8])",1,skimage
"numpy.asarray(a=tuple[int, int, int, int])",1,pandas
"numpy.asarray(a=tuple[str, str, str, str, str, str], dtype=Type[builtins.object])",1,pandas
"numpy.lib.stride_tricks.as_strided(shape=tuple[int, int, int], strides=tuple[int, int, int], x=numpy.ndarray)",1,skimage
"numpy.array(list[Union[tuple, tuple[tuple[str, int]]]], dtype=Type[builtins.object])",1,pandas
"numpy.array(list[Union[tuple, tuple[tuple[str, int], tuple[str, int]], tuple[tuple[str, int]]]], dtype=Type[builtins.object])",1,pandas
"numpy.array(list[tuple], dtype=Type[builtins.object])",1,pandas
"numpy.repeat(a=pandas.tests.extension.json.array.JSONArray, axis=int, repeats=int)",1,pandas
"numpy.repeat(pandas.tests.extension.json.array.JSONArray, int, foo=str)",1,pandas
"numpy.argsort(a=pandas.tests.extension.json.array.JSONArray, kind=str)",1,pandas
"numpy.asarray(a=pandas.tests.extension.json.array.JSONArray, dtype=NoneType)",1,pandas
"numpy.ndarray[slilist[pandas.tests.extension.json.array.JSONArray]e[NoneType, NoneType, NoneType]] = list[pandas.tests.extension.json.array.JSONArray]",1,pandas
"numpy.ndarray[slilist[collections.UserDict]e[NoneType, NoneType, NoneType]] = list[collections.UserDict]",1,pandas
numpy.int_,1,skimage
numpy.int64 in dict,1,pandas
"numpy.asarray(a=tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64], dtype=Type[builtins.object])",1,pandas
"numpy.asarray(a=tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64], dtype=Type[builtins.object])",1,pandas
"numpy.ndarray[slilist[Union[numpy.float64, str]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.float64, str]]",1,pandas
numpy.nansum(a=numpy.ndarray),1,pandas
numpy.asarray(a=pandas.tests.extension.json.array.JSONArray),1,pandas
"numpy.array(list[Union[tuple, tuple[tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int]]]], dtype=Type[builtins.object])",1,pandas
"numpy.array(list[Union[tuple, tuple[tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int]], tuple[tuple[str, int], tuple[str, int], tuple[str, int], tuple[str, int]]]], dtype=Type[builtins.object])",1,pandas
numpy.array(list[pandas.tests.extension.json.array.JSONDtype]),1,pandas
"numpy.add(pandas.tests.extension.decimal.array.DecimalArray, decimal.Decimal)",1,pandas
"numpy.add(pandas.core.series.Series, pandas.tests.extension.decimal.array.DecimalArray)",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.tests.extension.json.array.JSONDtype]])",1,pandas
numpy.array(pandas.tests.extension.json.array.JSONArray),1,pandas
"numpy.asarray(a=list[collections.UserDict], dtype=Type[builtins.object])",1,pandas
"numpy.array(list[dict], copy=Type[builtins.object], dtype=builtins.bool)",1,pandas
"numpy.asarray(a=list[collections.UserDict], dtype=numpy.dtype)",1,pandas
"numpy.array(list[dict], copy=str, dtype=builtins.bool)",1,pandas
list[pandas.tests.extension.json.array.JSONArray] * numpy.int64,1,pandas
numpy.array(list[pandas.tests.extension.json.array.JSONArray]),1,pandas
numpy.ndarray[numpy.ndarray] = list[pandas.tests.extension.json.array.JSONArray],1,pandas
"numpy.array(list, copy=Type[builtins.object], dtype=builtins.bool)",1,pandas
pandas.tests.extension.json.array.JSONDtype == numpy.dtype,1,pandas
"numpy.array(list[dict], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
numpy.nanprod(a=numpy.ndarray),1,pandas
"numpy.ndarray[slilist[Union[numpy.int64, str]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.int64, str]]",1,pandas
numpy.ndarray[numpy.ndarray] = list[pandas.core.arrays.period.PeriodArray],1,pandas
"numpy.reciprocal(numpy.ndarray, out=numpy.ndarray)",1,skimage
float != numpy.float64,1,pandas
numpy.uint8 == numpy.int64,1,skimage
"numpy.ndarray[slilist[builtins.set]e[NoneType, NoneType, NoneType]] = list[builtins.set]",1,pandas
"numpy.ndarray[slituple[float, float, float, float]e[NoneType, NoneType, NoneType]] = tuple[float, float, float, float]",1,pandas
"numpy.ndarray[slilist[Union[builtins.range, numpy.ndarray]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.range, numpy.ndarray]]",1,pandas
numpy.asarray(a=dict),1,pandas
numpy.uint8(numpy.int64),1,skimage
"numpy.array(list[numpy.float64], copy=builtins.bool)",1,pandas
"numpy.array(numpy.bool_, copy=NoneType, dtype=builtins.bool)",1,pandas
"numpy.ndarray.fill(numpy.ndarray, numpy.bool_)",1,pandas
numpy.min_scalar_type(numpy.int64),1,skimage
"numpy.ndarray[tuple[slilist[int]e[NoneType, NoneType, NoneType], int]] = list[int]",1,pandas
"numpy.ndarray[tuple[slipandas.core.series.Seriese[NoneType, NoneType, NoneType], int]] = pandas.core.series.Series",1,pandas
"numpy.isclose(a=numpy.ndarray, b=numpy.ndarray)",1,pandas
numpy.str_ + str,1,pandas
"numpy.full(dtype=numpy.dtype, fill_value=pandas._libs.tslibs.nattype.NaTType, shape=tuple[int])",1,pandas
"numpy.concatenate(list[Union[list[int], numpy.ndarray]])",1,skimage
numpy.bool_(pandas._libs.tslibs.timedeltas.Timedelta),1,pandas
"numpy.ndarray[slilist[Union[float, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[float, numpy.int64]]",1,pandas
"numpy.asarray(a=tuple[numpy.int64, numpy.int64, numpy.int64, numpy.int64, numpy.int64], dtype=Type[builtins.object])",1,pandas
numpy.timedelta64(),1,pandas
"numpy.ndarray[slilist[Union[float, int, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp, str]]e[NoneType, NoneType, NoneType]] = list[Union[float, int, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp, str]]",1,pandas
numpy.float64 != float,1,pandas
"numpy.ndarray[slilist[Union[float, numpy.float64, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[float, numpy.float64, numpy.int64]]",1,pandas
"numpy.ndarray[slilist[Union[numpy.float64, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.float64, numpy.int64]]",1,pandas
"numpy.asanyarray(a=tuple[int, int, int])",1,skimage
"numpy.ndarray.reshape(numpy.ndarray, int)",1,skimage
numpy.ndarray.mean,1,pandas
"numpy.asarray(a=tuple[numpy.int64], dtype=Type[builtins.object])",1,pandas
"numpy.ndarray[slilist[Union[numpy.datetime64, numpy.float64, numpy.timedelta64]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.datetime64, numpy.float64, numpy.timedelta64]]",1,pandas
numpy.ndarray.view(numpy.ndarray),1,skimage
"numpy.array(list[numpy.bool_], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.asarray(a=tuple[numpy.int64, numpy.int64, numpy.int64], dtype=Type[builtins.object])",1,pandas
"numpy.add(pandas.core.series.Series, decimal.Decimal)",1,pandas
"numpy.asarray(a=tuple[decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal], dtype=Type[builtins.object])",1,pandas
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, list[int], int)",1,pandas
"numpy.asarray(a=tuple[decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal, decimal.Decimal], dtype=Type[builtins.object])",1,pandas
"numpy.repeat(pandas.core.arrays.sparse.array.SparseArray, int, foo=str)",1,pandas
"numpy.where(numpy.ndarray, pandas.core.arrays.sparse.array.SparseArray, float)",1,pandas
"numpy.where(numpy.ndarray, pandas.core.arrays.sparse.array.SparseArray, pandas.core.arrays.sparse.array.SparseArray)",1,pandas
"numpy.asarray(a=pandas.core.arrays.sparse.array.SparseArray, dtype=Type[numpy.bool_])",1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.ndarray, str, NoneType)",1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.ndarray, str, numpy.ndarray)",1,pandas
"numpy.result_type(numpy.dtype, Type[builtins.str])",1,pandas
"numpy.result_type(numpy.ndarray, Type[builtins.str])",1,pandas
"numpy.result_type(numpy.ndarray, Type[numpy.int64])",1,pandas
numpy.float64 + pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.float64 * pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.float64 // numpy.ndarray,1,pandas
numpy.float64 / pandas.core.arrays.sparse.array.SparseArray,1,pandas
numpy.float64 ** numpy.ndarray,1,pandas
numpy.float64 % pandas.core.arrays.sparse.array.SparseArray,1,pandas
"numpy.repeat(a=pandas.core.arrays.sparse.array.SparseArray, axis=int, repeats=int)",1,pandas
"numpy.ndarray[sliinte[int, NoneType, int]] = int",1,pandas
"numpy.array(pandas.core.arrays.sparse.array.SparseArray, copy=builtins.bool)",1,pandas
"numpy.ndarray[slilist[Union[int, numpy.int64]]e[NoneType, NoneType, NoneType]] = list[Union[int, numpy.int64]]",1,pandas
"numpy.repeat(a=pandas.core.arrays.period.PeriodArray, repeats=int)",1,pandas
"numpy.array(pandas.core.arrays.period.PeriodArray, dtype=Type[builtins.object])",1,pandas
"numpy.asarray(a=list[pandas.tseries.offsets.Day], dtype=Type[builtins.object])",1,pandas
"numpy.ndarray[slilist[pandas.core.arrays.period.PeriodArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.period.PeriodArray]",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.sparse.dtype.SparseDtype]])",1,pandas
"numpy.issubdtype(arg1=Type[numpy.int64], arg2=Type[numpy.integer])",1,pandas
pandas.core.arrays.sparse.dtype.SparseDtype == numpy.dtype,1,pandas
"numpy.argsort(a=pandas.core.arrays.sparse.array.SparseArray, kind=str)",1,pandas
pandas.core.arrays.sparse.dtype.SparseDtype == Type[numpy.object_],1,pandas
"numpy.ndarray[slilist[pandas.core.arrays.sparse.array.SparseArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.sparse.array.SparseArray]",1,pandas
numpy.result_type(Type[builtins.int]),1,pandas
numpy.atleast_2d(arys=tuple[pandas.core.arrays.sparse.array.SparseArray]),1,pandas
"numpy.where(numpy.ndarray, numpy.float64, numpy.ndarray)",1,pandas
"numpy.result_type(numpy.ndarray, Type[numpy.float64])",1,pandas
numpy.ndarray[pandas.floatore.arrays.sparse.array.SparseArray] = float,1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.string_.StringDtype]])",1,pandas
"numpy.array(pandas.core.arrays.string_.StringArray, dtype=Type[builtins.object])",1,pandas
"numpy.argsort(a=pandas.tests.extension.decimal.array.DecimalArray, kind=str)",1,pandas
"numpy.ndarray.mean(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.prod(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.std(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.var(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.all(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.any(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, decimal.Decimal, side=NoneType, sorter=str)",1,pandas
"numpy.ndarray.max(numpy.ndarray, axis=int)",1,pandas
numpy.ndarray[numpy.ndarray] = list[decimal.Decimal],1,pandas
"numpy.asarray(a=list, dtype=Type[builtins.bool])",1,pandas
"numpy.array(pandas.tests.extension.decimal.array.DecimalArray, copy=builtins.bool)",1,pandas
numpy.ndarray[numpy.ndarray] = list,1,pandas
"numpy.ndarray[slidecimal.Decimale[NoneType, int, NoneType]] = decimal.Decimal",1,pandas
"numpy.ndarray[slilist[decimal.Decimal]e[NoneType, int, NoneType]] = list[decimal.Decimal]",1,pandas
"numpy.ndarray.min(numpy.ndarray, axis=int)",1,pandas
"numpy.ndarray.sum(numpy.ndarray, axis=int)",1,pandas
"numpy.asarray(a=list[pandas._libs.missing.NAType], dtype=str)",1,pandas
"numpy.ndarray[slilist[pandas.core.arrays.string_.StringArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.string_.StringArray]",1,pandas
list[pandas.core.arrays.string_.StringArray] * numpy.int64,1,pandas
numpy.array(list[pandas.core.arrays.string_.StringArray]),1,pandas
numpy.ndarray[numpy.ndarray] = list[pandas.core.arrays.string_.StringArray],1,pandas
numpy.concatenate(list[pandas.core.arrays.string_.StringArray]),1,pandas
"numpy.repeat(a=pandas.core.arrays.string_.StringArray, axis=int, repeats=int)",1,pandas
"numpy.repeat(pandas.core.arrays.string_.StringArray, int, foo=str)",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.tests.extension.decimal.array.DecimalDtype]])",1,pandas
numpy.ndarray[numpy.ndarray] = decimal.Decimal,1,pandas
numpy.float32 + int,1,skimage
numpy.array(list[pandas.tests.extension.decimal.array.DecimalDtype]),1,pandas
pandas.tests.extension.decimal.array.DecimalDtype == numpy.dtype,1,pandas
"numpy.asarray(a=pandas.tests.extension.decimal.array.DecimalArray, dtype=numpy.dtype)",1,pandas
"numpy.ndarray[slilist[pandas.tests.extension.decimal.array.DecimalArray]e[NoneType, NoneType, NoneType]] = list[pandas.tests.extension.decimal.array.DecimalArray]",1,pandas
numpy.asarray(a=pandas.tests.extension.decimal.array.DecimalArray),1,pandas
numpy.ndarray[list[numpy.int64]] = numpy.int64,1,skimage
"numpy.percentile(a=numpy.ndarray, axis=str, interpolation=int, q=numpy.ndarray)",1,pandas
"numpy.allclose(a=numpy.float64, b=numpy.float64)",1,skimage
"numpy.ma.extras.masked_all(shape=tuple[int, int])",1,pandas
"numpy.can_cast(numpy.int64, numpy.dtype)",1,pandas
numpy.ndarray[numpy.ndarray] = numpy.str_,1,pandas
"numpy.ma.mrecords.fromarrays(arraylist=tuple[numpy.ndarray, numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray], names=tuple[str, str, str])",1,pandas
"numpy.ma.mrecords.fromarrays(arraylist=tuple[numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray], names=tuple[str, str, str])",1,pandas
"numpy.array(list[builtins.complex], copy=builtins.bool)",1,pandas
"numpy.ones(dtype=Type[numpy.float64], shape=int)",1,pandas
"numpy.array(array.array, copy=NoneType, dtype=builtins.bool)",1,pandas
"numpy.ndarray[slilist[tuple[str]]e[NoneType, NoneType, NoneType]] = list[tuple[str]]",1,pandas
"numpy.ndarray[slilist[Union[numpy.ndarray, pandas.core.series.Series]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.ndarray, pandas.core.series.Series]]",1,pandas
numpy.dtype(Type[numpy.str_]),1,pandas
"Type[numpy.str_] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1,pandas
"numpy.array(str, copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.array(float, dtype=str)",1,pandas
